a,b,relationship,weight
MS,FRT,pearson,612.2548001585371
MS,FTNT,pearson,761.421315712074
MS,FTV,pearson,793.9072923691557
MS,GE,pearson,747.9879491064355
MS,GEN,pearson,664.6044995956029
MS,GL,pearson,685.4097154710637
MS,GLW,pearson,729.5617017870848
MS,GNRC,pearson,616.8512257724839
MS,GPN,pearson,727.7569269093818
MS,GRMN,pearson,685.3909826729491
MS,GS,pearson,954.9919456265706
MS,HAL,pearson,705.5868880819351
MS,HBAN,pearson,871.9408982397483
MS,HLT,pearson,739.8982265155382
MS,HPE,pearson,629.3089468119796
MS,HST,pearson,683.5337140586424
MS,HUBB,pearson,631.1572112288129
MS,HWM,pearson,827.2034840597149
MS,IP,pearson,759.7069250294568
MS,IR,pearson,623.2382124063924
MS,IRM,pearson,645.3473115445255
MS,ISRG,pearson,754.7531035901726
MS,IT,pearson,621.1449730555515
MS,ITW,pearson,634.1598147494645
MS,IVZ,pearson,813.7171554165578
MS,J,pearson,732.3141869299391
MS,JBL,pearson,816.7976201342632
MS,JCI,pearson,745.4131287946353
MS,JPM,pearson,900.0382673521483
MS,KEY,pearson,841.9444960617147
MS,KEYS,pearson,679.2602833494481
MS,KIM,pearson,668.7360663239402
MS,KKR,pearson,844.3991201039414
MS,KLAC,pearson,758.9198035981551
MS,LRCX,pearson,729.0973263875101
MS,LUV,pearson,642.1230658192108
MS,LYB,pearson,609.2686656127693
MS,LYV,pearson,691.8727918288389
MS,MA,pearson,729.1815550166131
MS,MAR,pearson,690.0692903171769
MS,MAS,pearson,651.6594941694184
MS,MCHP,pearson,688.9251658943602
MS,MCO,pearson,798.4341160837729
MS,MET,pearson,835.0672556030321
MS,META,pearson,783.6014509902451
MS,MHK,pearson,645.3120132044335
MS,MMM,pearson,744.917318184915
MS,MPWR,pearson,627.3538903403215
MSCI,A,pearson,695.5233705262923
MSCI,AAPL,pearson,670.6536626318299
MSCI,ACGL,pearson,609.1049373498446
MSCI,ADI,pearson,643.1100923852886
MSCI,ADP,pearson,617.7308397251943
MSCI,ADSK,pearson,695.5963693777246
MSCI,AIG,pearson,638.300425374657
MSCI,AIZ,pearson,625.835607912
MSCI,AME,pearson,687.3802019309701
MSCI,AMP,pearson,761.4546749401327
MSCI,AMZN,pearson,674.3967168544195
MSCI,ANSS,pearson,708.6604597511589
MSCI,APA,pearson,630.0639999329161
MSCI,APD,pearson,665.4013127342088
MSCI,APO,pearson,726.1949289048333
MSCI,ARE,pearson,640.0100672715851
MSCI,AVB,pearson,759.327300283294
MSCI,AXP,pearson,758.2192489557152
MSCI,BA,pearson,693.284592469432
MSCI,BAC,pearson,731.1271730949769
MSCI,BBY,pearson,634.3698010580199
MSCI,BEN,pearson,662.8651354949689
MSCI,BK,pearson,765.5326146268566
MSCI,BKR,pearson,697.4025284997186
MSCI,BLK,pearson,809.9301686491989
MSCI,BR,pearson,749.0861265594951
MSCI,BRK-B,pearson,693.819307717703
MSCI,BSX,pearson,652.1218314385836
MSCI,BX,pearson,755.4727911082043
MSCI,BXP,pearson,703.8883088513564
MSCI,C,pearson,712.2088956487281
MSCI,CARR,pearson,737.702521666471
MSCI,CAT,pearson,654.6188045688014
MSCI,CBRE,pearson,652.6287849781039
MSCI,CCL,pearson,640.8891982621199
MSCI,CFG,pearson,721.7852594887465
MSCI,CINF,pearson,636.7574894609072
MSCI,CMI,pearson,615.448752403876
MSCI,COF,pearson,691.6655254784532
MSCI,COP,pearson,617.333869132152
MSCI,CPAY,pearson,784.3277707189682
MSCI,CPT,pearson,669.5498479546162
MSCI,CSCO,pearson,666.4695716461687
MSCI,CSGP,pearson,615.8586226461504
MSCI,CSX,pearson,607.0405163703416
MSCI,CTAS,pearson,639.5052419807517
MSCI,CTSH,pearson,611.4755398112505
MSCI,CTVA,pearson,611.0584006532188
MSCI,DAL,pearson,601.9741565511104
MSCI,DAY,pearson,691.5899980605977
MSCI,DD,pearson,698.9192780058177
MSCI,DFS,pearson,647.4648349910725
MSCI,DHR,pearson,805.2118449210982
MSCI,DIS,pearson,678.2924892462673
MSCI,DOC,pearson,649.1302867632169
MSCI,DOV,pearson,744.5632348498212
MSCI,DOW,pearson,716.2317626236559
MSCI,DVN,pearson,629.9839607220273
MSCI,EG,pearson,681.7039447238495
MSCI,EMN,pearson,646.1227655566053
MSCI,EMR,pearson,761.2892541463987
MSCI,EQR,pearson,753.1416583490814
MSCI,ESS,pearson,724.7081088148827
MSCI,FANG,pearson,640.8315443053941
MSCI,FCX,pearson,627.5633390237684
MSCI,FDS,pearson,731.7038290546842
MSCI,FDX,pearson,647.7731101913789
MSCI,FI,pearson,690.9200654668742
MSCI,FICO,pearson,629.5589995317587
MSCI,FITB,pearson,729.8622386323964
MSCI,FOX,pearson,612.0471606692387
MSCI,FRT,pearson,631.8593850265496
MSCI,FTNT,pearson,653.5715808668679
MSCI,FTV,pearson,745.6106981447333
MSCI,GD,pearson,664.647088815462
MSCI,GE,pearson,610.4282428115101
MSCI,GEHC,pearson,622.8873436860142
MSCI,GEN,pearson,701.7716104518728
MSCI,GL,pearson,708.7652099075591
MSCI,GLW,pearson,648.3954146404373
MSCI,GPN,pearson,748.2624288825115
MSCI,GRMN,pearson,607.7873355711401
MSCI,GS,pearson,762.1686777428162
MSCI,HAL,pearson,708.8305167140593
MSCI,HBAN,pearson,766.9599544386514
MSCI,HES,pearson,632.9432069695758
MSCI,HIG,pearson,623.7719566084311
MSCI,HLT,pearson,639.808974697171
MSCI,HON,pearson,646.1227335933931
MSCI,HST,pearson,660.9894649945321
MSCI,HWM,pearson,684.2650768759415
MSCI,ICE,pearson,647.8593431826049
MSCI,IP,pearson,683.3801101613839
MSCI,IR,pearson,622.0793557662154
MSCI,ISRG,pearson,640.3000973901221
MSCI,IT,pearson,617.9573978893499
MSCI,ITW,pearson,724.9635351695682
MSCI,IVZ,pearson,737.9155382883608
MSCI,J,pearson,714.6166805014708
MSCI,JBL,pearson,634.2847791422433
MSCI,JPM,pearson,751.905130885505
MSCI,KEY,pearson,681.1626495226737
MSCI,KEYS,pearson,655.1883980796213
MSCI,KIM,pearson,715.6621005592541
MSCI,KKR,pearson,707.3089849504779
MSCI,KLAC,pearson,613.5026271278356
MSCI,L,pearson,661.7093831764371
MSCI,LH,pearson,643.1313150803783
MSCI,LII,pearson,656.8101680081404
MSCI,LIN,pearson,625.1832329965954
MSCI,LUV,pearson,643.4774634459733
MSCI,LYB,pearson,662.6022710117137
MSCI,MA,pearson,718.3680939461323
MSCI,MAA,pearson,656.775734532144
MSCI,MAR,pearson,633.6020589201624
MSCI,MAS,pearson,642.3773837743538
MSCI,MCHP,pearson,631.8763905699077
MSCI,MCO,pearson,788.493232433578
MSCI,MET,pearson,772.2367656717158
MSCI,META,pearson,636.0247671445652
MSCI,MMM,pearson,744.8793110292615
MSCI,MS,pearson,767.1700148734603
MSFT,AAPL,pearson,637.8017686859205
MSFT,ADI,pearson,609.1751456860719
MSFT,ADSK,pearson,646.3383938048124
MSFT,ALGN,pearson,664.1961554507961
MSFT,AMD,pearson,656.8728264449086
MSFT,AMP,pearson,749.670341779793
MSFT,AMZN,pearson,743.8506293715355
MSFT,ANSS,pearson,691.2572539400741
MSFT,APO,pearson,621.9284825262843
MSFT,AXP,pearson,648.7295122995739
MSFT,BLK,pearson,606.0045060334834
MSFT,BX,pearson,737.1376914343806
MSFT,CAT,pearson,677.8133629472655
MSFT,CDNS,pearson,621.435569397073
MSFT,CHTR,pearson,603.4510990439934
MSFT,CMCSA,pearson,632.5518288896013
MSFT,COF,pearson,639.807322473923
MSFT,CRM,pearson,667.6399574752265
MSFT,CRWD,pearson,650.2896236186895
MSFT,DAY,pearson,608.1893518071373
MSFT,DOW,pearson,620.1528079233714
MSFT,EMR,pearson,624.8698777570494
MSFT,FTNT,pearson,633.4153280667948
MSFT,GLW,pearson,642.8892119212543
MSFT,GS,pearson,616.32239774238
MSFT,HWM,pearson,637.9503189204046
MSFT,ISRG,pearson,688.4944001611533
MSFT,JBL,pearson,630.0585593204815
MSFT,KLAC,pearson,633.675895411683
MSFT,MCHP,pearson,625.7061568654669
MSFT,META,pearson,647.3290127252912
MSFT,MPWR,pearson,612.648232603278
MSI,ADP,pearson,644.5219073622679
MSI,AMAT,pearson,618.9544844970783
MSI,AME,pearson,605.6232070016314
MSI,ANSS,pearson,623.0828097141159
MSI,APD,pearson,608.6692311373961
MSI,BR,pearson,653.9141468904152
MSI,BRO,pearson,617.3351669884304
MSI,CAH,pearson,606.55895478682
MSI,CPRT,pearson,605.8977886059141
MSI,CTAS,pearson,627.9338591984423
MSI,GDDY,pearson,691.9979544727856
MSI,GE,pearson,618.5871550415959
MSI,IR,pearson,631.9807416050436
MSI,J,pearson,604.0026268276129
MSI,L,pearson,615.9584734847712
MSI,LIN,pearson,654.668508700949
MSI,MA,pearson,635.4002728111799
MSI,MCO,pearson,610.1508747117481
MSI,MMM,pearson,601.884397126552
MTB,A,pearson,624.5684576882691
MTB,AAPL,pearson,737.1279581458974
MTB,ADI,pearson,688.5871285812959
MTB,AMD,pearson,622.8754144113341
MTB,AME,pearson,688.8879510355093
MTB,AMP,pearson,758.220760990573
MTB,AMZN,pearson,696.0048981511853
MTB,ANSS,pearson,609.5649985043523
MTB,APA,pearson,705.0834731428569
MTB,APO,pearson,762.8969183051006
MTB,APTV,pearson,730.7138970781774
MTB,AVB,pearson,667.74728588857
MTB,AXP,pearson,866.1043789303607
MTB,BA,pearson,670.4373327926603
MTB,BAC,pearson,880.5723008493061
MTB,BBY,pearson,722.9421295433905
MTB,BEN,pearson,674.1363229209679
MTB,BK,pearson,793.6857686077811
MTB,BKNG,pearson,620.5744220989347
MTB,BKR,pearson,635.9950847633136
MTB,BLDR,pearson,621.8983111070662
MTB,BLK,pearson,807.1204981408356
MTB,BR,pearson,618.2930515728128
MTB,BRK-B,pearson,608.8088834625411
MTB,BX,pearson,767.4153021294827
MTB,BXP,pearson,671.611739490646
MTB,C,pearson,853.6751961530925
MTB,CARR,pearson,643.5045641173227
MTB,CAT,pearson,683.9633869093063
MTB,CBRE,pearson,672.8280466222544
MTB,CCL,pearson,730.316203043562
MTB,CDW,pearson,689.5376853589535
MTB,CFG,pearson,921.9363461543876
MTB,CMI,pearson,687.6647482982261
MTB,COF,pearson,826.1029232860335
MTB,COP,pearson,715.5174603464923
MTB,CPAY,pearson,785.4712633755869
MTB,CSCO,pearson,664.5922780395712
MTB,CSGP,pearson,640.1466891951496
MTB,CSX,pearson,693.2927670610819
MTB,CTSH,pearson,641.6729644796793
MTB,CVX,pearson,652.8874204332224
MTB,CZR,pearson,671.7877570562948
MTB,DAL,pearson,706.9417757306588
MTB,DASH,pearson,663.0780413844595
MTB,DD,pearson,721.2565456757857
MTB,DFS,pearson,771.4541889234534
MTB,DIS,pearson,801.2220090374523
MTB,DOV,pearson,759.8646961230907
MTB,DOW,pearson,645.6495590444231
MTB,DVN,pearson,715.4573702195722
MTB,EMN,pearson,675.525337394738
MTB,EMR,pearson,760.4545298075661
MTB,EOG,pearson,638.5221091799121
MTB,EQR,pearson,688.2384684558672
MTB,ESS,pearson,637.4975539853228
MTB,EXPD,pearson,616.6503993993866
MTB,FANG,pearson,694.8491797377542
MTB,FCX,pearson,613.6358653965972
MTB,FDX,pearson,755.4970314173189
MTB,FFIV,pearson,640.2276614952186
MTB,FI,pearson,661.9723220008642
MTB,FICO,pearson,602.7260105929647
MTB,FITB,pearson,943.9719521312119
MTB,FOX,pearson,751.729237888101
MTB,FOXA,pearson,726.6964051545953
MTB,FRT,pearson,613.7037817147173
MTB,FTNT,pearson,664.5024454311919
MTB,FTV,pearson,801.0521017166717
MTB,GE,pearson,659.5806151187361
MTB,GEN,pearson,653.8811881478014
MTB,GL,pearson,635.1899566380594
MTB,GLW,pearson,609.6588376647202
MTB,GNRC,pearson,619.2072560512712
MTB,GPN,pearson,768.6771907797246
MTB,GRMN,pearson,646.3211202220957
MTB,GS,pearson,829.3120050075954
MTB,HAL,pearson,762.9018108908638
MTB,HBAN,pearson,948.6765383103696
MTB,HES,pearson,696.2935777504919
MTB,HLT,pearson,711.5794953564454
MTB,HPQ,pearson,699.7641039100629
MTB,HST,pearson,751.0670567321713
MTB,HWM,pearson,675.4863827963511
MTB,IP,pearson,732.3539407335455
MTB,IR,pearson,644.9987844120542
MTB,ITW,pearson,710.1469812398047
MTB,IVZ,pearson,774.2150168132995
MTB,J,pearson,649.5508602984908
MTB,JBHT,pearson,676.5721190926188
MTB,JBL,pearson,696.728103176701
MTB,JCI,pearson,621.320039474184
MTB,JPM,pearson,807.1000186161674
MTB,KEY,pearson,895.1634611316385
MTB,KEYS,pearson,728.8909979515231
MTB,KIM,pearson,710.3510639204992
MTB,KKR,pearson,705.8944746194524
MTB,KLAC,pearson,650.9912331708643
MTB,KMX,pearson,733.839470536851
MTB,LH,pearson,602.1852267465333
MTB,LOW,pearson,610.1131721001981
MTB,LRCX,pearson,636.5342599006991
MTB,LUV,pearson,707.8709000901113
MTB,LYB,pearson,672.3159976091633
MTB,LYV,pearson,685.5369533351394
MTB,MA,pearson,691.5959878755664
MTB,MAR,pearson,688.9362363313833
MTB,MAS,pearson,747.2913242068296
MTB,MCHP,pearson,709.9611134538737
MTB,MCO,pearson,744.8114527244312
MTB,MET,pearson,814.2994727107209
MTB,META,pearson,717.8655617569675
MTB,MHK,pearson,730.0392934823082
MTB,MMM,pearson,730.3208044297966
MTB,MPC,pearson,731.1878839284446
MTB,MS,pearson,798.321084759512
MTB,MSCI,pearson,710.1183142792909
MTCH,ALB,pearson,603.35016954636
MTCH,AMD,pearson,613.2637493922684
MTCH,AMZN,pearson,613.1423098024718
MTCH,CAT,pearson,601.9986148014428
MTCH,CTSH,pearson,618.1338457177179
MTCH,CTVA,pearson,655.4493330858544
MTCH,DAY,pearson,751.8464849428741
MTCH,DD,pearson,608.2833634699057
MTCH,DE,pearson,660.9918316474759
MTCH,DOW,pearson,662.2622862311072
MTCH,EMN,pearson,653.0965065641145
MTCH,EMR,pearson,632.3580049243496
MTCH,GOOG,pearson,653.2120944501836
MTCH,GOOGL,pearson,652.3137053862674
MTCH,HLT,pearson,607.4193977524404
MTCH,IEX,pearson,760.6203700421204
MTCH,IPG,pearson,629.9428858160597
MTCH,LYB,pearson,696.5867845018446
MTD,A,pearson,812.6385567757416
MTD,AAPL,pearson,611.2220184383298
MTD,ADI,pearson,703.9037824130933
MTD,ADP,pearson,606.2831247303702
MTD,ALLE,pearson,633.8688651021437
MTD,AMCR,pearson,629.019211693612
MTD,AME,pearson,671.1476425952972
MTD,APTV,pearson,622.6326710261349
MTD,ARE,pearson,641.2769063962558
MTD,AVB,pearson,684.6102844951336
MTD,AXP,pearson,658.1304338393526
MTD,BAX,pearson,659.9668559784699
MTD,BBY,pearson,627.0676957422578
MTD,BDX,pearson,664.8773708069581
MTD,BK,pearson,674.4458587790604
MTD,BLK,pearson,671.7053445619647
MTD,BR,pearson,639.9456511077842
MTD,BXP,pearson,664.4256375616187
MTD,CARR,pearson,635.1970128634772
MTD,CAT,pearson,607.6564614320856
MTD,CDW,pearson,630.0609641826019
MTD,CFG,pearson,617.4678714139695
MTD,CMI,pearson,604.883449199947
MTD,COP,pearson,612.3073042799422
MTD,CPAY,pearson,613.5852359690964
MTD,CPT,pearson,648.7873608360514
MTD,CRL,pearson,625.3333038431352
MTD,CSCO,pearson,616.4812882910179
MTD,CSGP,pearson,759.532627769153
MTD,CTSH,pearson,605.9538100271728
MTD,DAL,pearson,691.8830958790812
MTD,DD,pearson,638.9477782128647
MTD,DE,pearson,616.0881181536474
MTD,DHR,pearson,640.8513247475282
MTD,DIS,pearson,676.6230216788746
MTD,DOC,pearson,623.3007227758327
MTD,DOV,pearson,615.2410806022614
MTD,DOW,pearson,662.0335669622908
MTD,DVN,pearson,617.1560645638866
MTD,EFX,pearson,620.6013908869334
MTD,EMN,pearson,633.4405156938556
MTD,EMR,pearson,629.2857842353443
MTD,EOG,pearson,610.7304645331202
MTD,EQR,pearson,676.9938075530014
MTD,ESS,pearson,669.4724657914232
MTD,EXPE,pearson,628.6838843920671
MTD,EXR,pearson,682.0837790950973
MTD,FAST,pearson,609.8181215655826
MTD,FDS,pearson,743.5029648975824
MTD,FI,pearson,613.7105135726705
MTD,FITB,pearson,653.6477478582468
MTD,FRT,pearson,699.2291602918067
MTD,FTV,pearson,701.1930653663732
MTD,GD,pearson,608.3551043592607
MTD,GEHC,pearson,615.9355879545682
MTD,GEN,pearson,653.263664661682
MTD,GL,pearson,656.0748146541853
MTD,GPN,pearson,719.5119527232146
MTD,GRMN,pearson,611.265848520785
MTD,GS,pearson,601.4866913451062
MTD,HAL,pearson,656.4812644810021
MTD,HBAN,pearson,641.415063911982
MTD,HES,pearson,631.7509877378145
MTD,HON,pearson,667.2918095964119
MTD,HPQ,pearson,654.6156373495506
MTD,HSIC,pearson,609.6058062910624
MTD,HST,pearson,672.0802186047883
MTD,IPG,pearson,678.7311787891109
MTD,IQV,pearson,794.486070815203
MTD,IR,pearson,636.1303717338502
MTD,IT,pearson,657.7303623366741
MTD,ITW,pearson,754.9861371566752
MTD,J,pearson,667.2869292367164
MTD,JPM,pearson,621.5242878370703
MTD,KEYS,pearson,606.5495486107059
MTD,KIM,pearson,765.0834264174704
MTD,KLAC,pearson,625.3804732018859
MTD,LH,pearson,712.4880742794014
MTD,LIN,pearson,624.9766217061052
MTD,LRCX,pearson,608.857355845748
MTD,LYB,pearson,743.904370787927
MTD,MA,pearson,671.0845566622256
MTD,MAR,pearson,607.6491534402807
MTD,MAS,pearson,659.1068708735081
MTD,MCHP,pearson,666.2149100324891
MTD,MCO,pearson,648.034001651062
MTD,MET,pearson,689.7170299066063
MTD,MHK,pearson,634.1765804997962
MTD,MMM,pearson,663.3808755421777
MTD,MPWR,pearson,632.61905559807
MTD,MSCI,pearson,629.690380866464
MTD,MTB,pearson,639.5783749363629
MU,A,pearson,600.1166427619655
MU,ADI,pearson,662.3146696509949
MU,ALGN,pearson,621.6196287200697
MU,AMAT,pearson,754.3837473862524
MU,AMD,pearson,737.7685945320904
MU,AME,pearson,662.7816693728487
MU,AMP,pearson,601.8406763342107
MU,AMZN,pearson,660.727745558946
MU,ANET,pearson,672.9313716487839
MU,ANSS,pearson,710.4986096351855
MU,APA,pearson,646.6842715278428
MU,APH,pearson,716.6493465747656
MU,APO,pearson,767.1205286658623
MU,AVGO,pearson,742.6798720105244
MU,AXP,pearson,731.4100418357158
MU,BK,pearson,616.7922429643091
MU,BKR,pearson,735.5273460539398
MU,BLK,pearson,623.7418035460581
MU,BSX,pearson,603.5226904733133
MU,BX,pearson,709.2670642328147
MU,C,pearson,704.5684371889423
MU,CARR,pearson,707.6453371756857
MU,CAT,pearson,631.085463376789
MU,CBRE,pearson,648.2279947172232
MU,CDNS,pearson,731.8601378231584
MU,CDW,pearson,655.4504717203745
MU,CEG,pearson,729.0808801398325
MU,CFG,pearson,683.4750575437694
MU,CMI,pearson,726.0233076012307
MU,COF,pearson,658.0750848350623
MU,CPAY,pearson,744.41750270089
MU,CRWD,pearson,606.0970455371356
MU,CSCO,pearson,751.7548936752356
MU,CTRA,pearson,640.6451478003318
MU,CZR,pearson,603.6071633665257
MU,DASH,pearson,638.6007822147249
MU,DD,pearson,668.206562874695
MU,DELL,pearson,805.9504656037637
MU,DFS,pearson,604.6965332557712
MU,DLR,pearson,722.8790386186996
MU,DOV,pearson,730.4602845132488
MU,DVN,pearson,618.9923561371493
MU,DXCM,pearson,607.2645832502022
MU,EMR,pearson,698.8411818767244
MU,EQIX,pearson,679.4174989135703
MU,EQT,pearson,694.6967081080932
MU,ETN,pearson,790.5029523577526
MU,ETR,pearson,618.6905753457946
MU,EXE,pearson,631.3656435799506
MU,FANG,pearson,644.7265886710929
MU,FCX,pearson,723.8695013438564
MU,FFIV,pearson,627.3219264618065
MU,FICO,pearson,603.194830365173
MU,FTNT,pearson,710.3060222681493
MU,FTV,pearson,707.4594709912134
MU,GE,pearson,634.6922122936418
MU,GEN,pearson,616.5056292544432
MU,GEV,pearson,729.4113022864641
MU,GLW,pearson,746.7392289575625
MU,GS,pearson,724.7454035767405
MU,HAL,pearson,695.3816645076225
MU,HBAN,pearson,693.6544662836448
MU,HPE,pearson,672.2172310359045
MU,HUBB,pearson,713.8444659938316
MU,HWM,pearson,740.0732871667924
MU,IR,pearson,614.6153199578463
MU,IRM,pearson,641.2798396355647
MU,ISRG,pearson,685.5419097100311
MU,IVZ,pearson,600.8935925531604
MU,J,pearson,663.2162141170849
MU,JBL,pearson,778.9821648195781
MU,JCI,pearson,741.4153279338873
MU,KEY,pearson,648.7780046696627
MU,KEYS,pearson,675.8089153213059
MU,KKR,pearson,666.0159466972593
MU,KLAC,pearson,842.0138954289824
MU,KMI,pearson,665.0603106941747
MU,LRCX,pearson,875.7540919252186
MU,MCHP,pearson,641.1146246723898
MU,MET,pearson,618.6648745145611
MU,META,pearson,610.6540742268792
MU,MPWR,pearson,720.6862105619549
MU,MS,pearson,685.4147497844021
MU,MTB,pearson,604.8106491089198
NCLH,AAPL,pearson,626.6542213996178
NCLH,ABNB,pearson,611.7409261588169
NCLH,ADSK,pearson,732.7828238181294
NCLH,ALGN,pearson,635.3725933499242
NCLH,AMP,pearson,667.0808077635397
NCLH,AMZN,pearson,669.6504546177978
NCLH,APO,pearson,707.8814368321766
NCLH,AXP,pearson,743.8391822767538
NCLH,BA,pearson,710.0579895199382
NCLH,BKNG,pearson,677.398324543557
NCLH,BLK,pearson,643.1801923284265
NCLH,BX,pearson,723.1270879970264
NCLH,C,pearson,677.2499220000655
NCLH,CBRE,pearson,709.8847955017769
NCLH,CCL,pearson,914.5237709897559
NCLH,CDW,pearson,675.713515025095
NCLH,CFG,pearson,743.4072397410966
NCLH,CMI,pearson,632.4353890835234
NCLH,COF,pearson,665.9285806937912
NCLH,CPAY,pearson,757.9398936657748
NCLH,CPRT,pearson,627.0192663543295
NCLH,CRM,pearson,693.7660222274513
NCLH,CRWD,pearson,643.6163918914291
NCLH,CZR,pearson,723.6486758948981
NCLH,DAL,pearson,695.1440193052886
NCLH,DASH,pearson,702.8276846797589
NCLH,DIS,pearson,649.9990839926747
NCLH,DOV,pearson,732.5334126809071
NCLH,DXCM,pearson,614.5975155415857
NCLH,EMR,pearson,663.4245412200169
NCLH,FFIV,pearson,635.0117882486259
NCLH,FITB,pearson,700.463260184248
NCLH,FOX,pearson,638.3314311972869
NCLH,FOXA,pearson,620.0896857801506
NCLH,FTNT,pearson,719.646130545388
NCLH,FTV,pearson,736.3418800660073
NCLH,GE,pearson,608.1982464888879
NCLH,GPN,pearson,609.772815604818
NCLH,GRMN,pearson,637.1880210633781
NCLH,GS,pearson,764.9116736554389
NCLH,HBAN,pearson,737.1107442235044
NCLH,HLT,pearson,714.494887621762
NCLH,HPQ,pearson,631.416195392796
NCLH,HST,pearson,690.6963172117955
NCLH,HWM,pearson,677.2824316931558
NCLH,IT,pearson,606.9409438415065
NCLH,IVZ,pearson,795.7222775079587
NCLH,JBL,pearson,672.7599616624253
NCLH,JPM,pearson,673.7188799631646
NCLH,KEY,pearson,735.6643390467815
NCLH,KKR,pearson,684.6537897610705
NCLH,KLAC,pearson,663.9763175988671
NCLH,KMX,pearson,649.9960336864929
NCLH,LRCX,pearson,627.0344459379596
NCLH,LYV,pearson,673.1212141480645
NCLH,MAR,pearson,686.6642745283638
NCLH,MAS,pearson,606.2886880382977
NCLH,MCHP,pearson,676.6636529426842
NCLH,MCO,pearson,612.1074539349216
NCLH,MET,pearson,650.1367683309767
NCLH,META,pearson,689.6798519444802
NCLH,MS,pearson,752.6145359793693
NCLH,MTB,pearson,691.8851661865635
NDAQ,A,pearson,667.6636874686404
NDAQ,AAPL,pearson,633.8807094964427
NDAQ,ACGL,pearson,629.9858356011846
NDAQ,ADI,pearson,709.4197514197847
NDAQ,ADP,pearson,752.6149982299288
NDAQ,ADSK,pearson,699.6510954886136
NDAQ,AFL,pearson,632.4266940042764
NDAQ,AIG,pearson,673.8444552285182
NDAQ,AIZ,pearson,663.2970900100946
NDAQ,ALGN,pearson,629.1845197366397
NDAQ,AMAT,pearson,620.822379949114
NDAQ,AMD,pearson,623.3499760042605
NDAQ,AME,pearson,778.3307188873321
NDAQ,AMP,pearson,835.9217020599609
NDAQ,AMZN,pearson,690.3876882581537
NDAQ,ANSS,pearson,725.68981138888
NDAQ,AON,pearson,613.273075598929
NDAQ,APD,pearson,678.5138489532195
NDAQ,APO,pearson,834.7414916111798
NDAQ,APTV,pearson,634.3517795640516
NDAQ,AVB,pearson,762.3395296579729
NDAQ,AXP,pearson,840.8908806066677
NDAQ,BA,pearson,739.3331643679359
NDAQ,BAC,pearson,781.7543066867383
NDAQ,BBY,pearson,614.692584246511
NDAQ,BK,pearson,782.6877216524381
NDAQ,BKNG,pearson,632.1512108864483
NDAQ,BKR,pearson,715.6749270881053
NDAQ,BLK,pearson,769.0921936752018
NDAQ,BR,pearson,766.9405133493689
NDAQ,BRK-B,pearson,728.7092378587323
NDAQ,BSX,pearson,760.5542821244044
NDAQ,BX,pearson,796.7239030948245
NDAQ,BXP,pearson,607.3063092719622
NDAQ,C,pearson,804.10436571077
NDAQ,CAH,pearson,684.3887732918296
NDAQ,CAT,pearson,655.0699948721483
NDAQ,CBRE,pearson,755.1956562780416
NDAQ,CCL,pearson,692.7718988554444
NDAQ,CDW,pearson,675.9449810266734
NDAQ,CFG,pearson,778.5515316336804
NDAQ,CINF,pearson,664.8309734245055
NDAQ,CMG,pearson,621.2805981722345
NDAQ,CMI,pearson,749.4327662980695
NDAQ,COF,pearson,834.2770383966712
NDAQ,COP,pearson,665.7544072689628
NDAQ,CPAY,pearson,840.0986527050306
NDAQ,CPRT,pearson,671.0731142102994
NDAQ,CPT,pearson,697.4232450218262
NDAQ,CRWD,pearson,640.8644843640933
NDAQ,CSCO,pearson,717.9045271841335
NDAQ,CSGP,pearson,614.8015671661623
NDAQ,CSX,pearson,611.3923297993828
NDAQ,CTAS,pearson,692.6871482459377
NDAQ,CTSH,pearson,649.1522192023587
NDAQ,CTVA,pearson,654.860098794573
NDAQ,CZR,pearson,632.1531912961522
NDAQ,DAL,pearson,671.0779778101389
NDAQ,DASH,pearson,732.0731809439924
NDAQ,DAY,pearson,661.5298129242843
NDAQ,DD,pearson,751.5472962757167
NDAQ,DFS,pearson,796.4675306984549
NDAQ,DIS,pearson,766.1187729023057
NDAQ,DOC,pearson,619.6900620972062
NDAQ,DOV,pearson,823.0594318088154
NDAQ,DOW,pearson,638.1026357507712
NDAQ,DRI,pearson,603.8586647255295
NDAQ,DVN,pearson,685.1991467166822
NDAQ,DXCM,pearson,623.2415304707114
NDAQ,EMN,pearson,612.3852328388258
NDAQ,EMR,pearson,747.8374982657423
NDAQ,EQIX,pearson,692.775911973961
NDAQ,EQR,pearson,776.2555115008669
NDAQ,ESS,pearson,779.5069440038237
NDAQ,FANG,pearson,738.8325042921088
NDAQ,FCX,pearson,709.5698124553426
NDAQ,FDS,pearson,729.3940024280419
NDAQ,FDX,pearson,651.5108157595037
NDAQ,FFIV,pearson,675.5991134119863
NDAQ,FI,pearson,837.1413155216399
NDAQ,FICO,pearson,641.2577990609763
NDAQ,FITB,pearson,728.7793510217301
NDAQ,FOX,pearson,690.0389113455437
NDAQ,FOXA,pearson,668.3903769661055
NDAQ,FRT,pearson,734.0084948595012
NDAQ,FTNT,pearson,726.0336402563892
NDAQ,FTV,pearson,801.7208328770587
NDAQ,GE,pearson,751.39099727133
NDAQ,GEHC,pearson,721.6675068913282
NDAQ,GEN,pearson,699.2061538030656
NDAQ,GL,pearson,794.9605623713478
NDAQ,GLW,pearson,677.7367192151997
NDAQ,GPN,pearson,751.5255985697229
